站名：潮境資料浮標站
資料時間：202109
資料格式：觀測時間　YYYYMMDDHH，
　　　　　最大波高　#### (公分)　對應週期　##.# (秒)　尖峰週期　##.# (秒)，
　　　　　示性波高　#### (公分)　平均週期　##.# (秒)　主波向　### (度)，
　　　　　三秒陣風　##.# (公尺/秒)　平均風速　##.# (公尺/秒)　平均風向　### (度)，
　　　　　測站氣壓　####.# (百帕)　平均氣溫　##.# (度)　表面水溫　##.# (度)
          表層海流流速　##.# (公分/秒)　表層流向　### (度-去向)
##########,  ####,  ##.#,  ##.#,  ####,  ##.#,   ###,  ##.#,  ##.#,   ###,####.#,  ##.#,  ##.#,  ##.#,   ###
************************************************************************************************************

2021092016,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092017,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092018,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092019,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092020,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092021,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092023,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092100,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092101,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092102,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092103,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092104,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092105,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092106,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092107,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092108,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092109,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092110,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092111,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092112,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092113,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092114,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092115,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092116,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092117,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092118,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092119,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092120,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092121,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092122,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092123,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092200,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092201,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092202,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092203,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092204,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092205,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092206,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092207,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092208,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092209,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092210,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092211,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092212,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092213,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092214,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092215,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092216,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092217,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092218,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092219,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092220,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092221,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092222,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092223,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092300,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092301,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092302,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092303,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092304,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092305,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092306,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092307,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092308,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092309,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092310,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092311,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092312,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092313,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092314,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092315,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092316,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092317,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092318,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092319,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092320,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092321,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092322,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092323,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092400,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092401,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092402,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092403,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092404,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092405,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092406,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092407,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092408,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092409,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092410,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092411,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092412,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092413,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092414,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092415,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092416,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092417,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092418,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092419,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092420,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092421,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092422,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092423,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092500,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092501,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092502,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092503,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092504,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092505,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092506,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092507,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092508,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092509,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092510,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092511,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092512,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092513,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092514,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092515,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092516,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092517,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092518,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092519,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092520,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092521,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092522,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092523,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092600,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092601,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092602,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092603,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092604,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092605,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092606,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092607,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092608,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092609,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092610,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092611,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092612,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092613,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092614,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092615,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092616,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092617,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092618,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092619,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092620,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092621,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092622,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092623,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092700,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092701,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092702,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092703,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092704,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092705,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092706,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092707,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092708,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092709,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092710,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092711,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092712,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092713,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092714,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092715,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092716,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092717,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092718,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092719,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092720,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092721,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092722,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092723,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092800,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092801,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092802,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092803,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092804,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092805,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092806,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092807,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092808,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092809,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092810,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092811,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092812,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092813,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092814,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092815,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092816,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092817,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092818,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092819,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092820,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092821,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092822,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092823,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092900,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092901,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092902,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092903,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092904,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092905,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092906,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092907,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092908,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092909,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092910,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092911,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092912,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092913,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092914,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092915,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092916,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092917,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092918,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092919,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092920,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092921,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092922,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021092923,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093000,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093001,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093002,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093003,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093004,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093005,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093006,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093007,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093008,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093009,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093010,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093011,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093012,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093013,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093014,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093015,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093016,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093017,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093018,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093019,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093020,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093021,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093022,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
2021093023,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      
